Player,K (hs),A (f),D,KAST,K-D Diff,ADR,FK Diff,Rating,Team,MapID,Map,Tournament,Date,Team1,Team2,Result1,Result2,MatchID
blameF,12 (7),0 (0),17,52.2%,-5,62.0,-4,0.75,Complexity,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
poizon,11 (2),3 (3),18,52.2%,-7,49.7,-2,0.72,Complexity,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
RUSH,10 (6),3 (3),17,52.2%,-7,53.6,1,0.66,Complexity,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
RpK,23 (9),8 (1),12,87.0%,11,121.5,1,1.72,Vitality,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
ZywOo,23 (4),4 (1),9,78.3%,14,84.6,3,1.52,Vitality,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
apEX,17 (10),9 (4),16,60.9%,1,85.2,-1,1.16,Vitality,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
shox,13 (9),5 (2),12,65.2%,1,51.6,-1,1.02,Vitality,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
misutaaa,10 (7),3 (1),11,69.6%,-1,54.1,-1,0.91,Vitality,112150,Mirage,IEM Beijing-Haidian 2020 Europe,21st of November 2020,Complexity,Vitality,0,2,2345220
kennyS,25 (9),11 (5),12,76.9%,13,111.5,4,1.73,G2,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
NiKo,21 (15),7 (1),18,76.9%,3,98.0,-2,1.29,G2,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
huNter-,20 (14),3 (0),17,80.8%,3,77.1,3,1.23,G2,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
nexa,16 (11),0 (0),12,80.8%,4,52.8,1,1.12,G2,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
JaCkz,17 (11),4 (0),16,76.9%,1,65.2,-4,1.05,G2,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
s1mple,18 (9),3 (2),19,73.1%,-1,71.3,-1,0.94,Natus Vincere,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
electronic,16 (9),3 (1),20,65.4%,-4,80.7,1,0.92,Natus Vincere,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
Boombl4,12 (9),6 (2),20,53.8%,-8,61.0,1,0.74,Natus Vincere,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
flamie,14 (8),5 (2),19,57.7%,-5,55.3,-4,0.73,Natus Vincere,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
Perfecto,14 (4),3 (1),21,53.8%,-7,60.3,0,0.71,Natus Vincere,112119,Dust2,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
huNter-,23 (6),6 (2),16,71.4%,7,78.8,-2,1.19,G2,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
NiKo,21 (9),6 (2),21,71.4%,0,94.6,0,1.18,G2,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
JaCkz,21 (13),1 (0),16,78.6%,5,73.3,0,1.17,G2,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
kennyS,15 (1),2 (1),15,82.1%,0,63.6,1,1.07,G2,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
nexa,11 (8),6 (1),19,60.7%,-8,52.4,1,0.73,G2,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
s1mple,28 (4),7 (0),18,71.4%,10,111.7,-2,1.52,Natus Vincere,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
Perfecto,18 (12),6 (2),17,78.6%,1,75.1,2,1.22,Natus Vincere,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
flamie,15 (6),4 (0),15,71.4%,0,58.1,1,1.06,Natus Vincere,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
electronic,14 (6),4 (2),19,60.7%,-5,49.6,0,0.77,Natus Vincere,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
Boombl4,12 (5),5 (0),22,64.3%,-10,43.5,-1,0.67,Natus Vincere,112125,Train,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
huNter-,10 (4),2 (0),17,52.6%,-7,69.7,1,0.69,G2,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
JaCkz,10 (8),1 (0),15,52.6%,-5,55.1,0,0.62,G2,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
NiKo,7 (7),4 (0),17,47.4%,-10,61.4,1,0.59,G2,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
nexa,8 (5),0 (0),16,57.9%,-8,57.2,0,0.55,G2,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
kennyS,9 (1),2 (2),17,42.1%,-8,46.1,1,0.51,G2,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
electronic,17 (12),6 (2),7,89.5%,10,83.7,-1,1.66,Natus Vincere,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
Perfecto,17 (5),2 (0),7,84.2%,10,85.6,0,1.63,Natus Vincere,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
flamie,16 (11),4 (0),8,73.7%,8,97.6,0,1.55,Natus Vincere,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
s1mple,19 (15),5 (3),12,84.2%,7,102.2,-1,1.54,Natus Vincere,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
Boombl4,13 (5),3 (0),11,78.9%,2,71.7,-1,1.28,Natus Vincere,112135,Nuke,IEM Beijing-Haidian 2020 Europe,21st of November 2020,G2,Natus Vincere,1,2,2345219
mynio,14 (10),2 (0),18,52.2%,-4,67.4,-2,0.82,Wisla Krakow,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
hades,14 (6),1 (1),18,56.5%,-4,59.7,-4,0.74,Wisla Krakow,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
jedqr,13 (9),6 (3),18,52.2%,-5,64.8,-2,0.72,Wisla Krakow,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
SZPERO,12 (4),3 (0),17,56.5%,-5,60.6,-3,0.72,Wisla Krakow,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
ponczek,7 (5),2 (0),16,60.9%,-9,47.2,0,0.72,Wisla Krakow,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
Spiidi,19 (10),3 (3),9,87.0%,10,82.6,3,1.45,Sprout,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
faveN,18 (10),2 (1),12,73.9%,6,86.7,5,1.39,Sprout,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
snatchie,20 (5),2 (2),12,78.3%,8,86.4,4,1.35,Sprout,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
dycha,17 (12),4 (0),13,69.6%,4,88.3,0,1.24,Sprout,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
denis,13 (4),5 (0),14,78.3%,-1,63.5,-1,1.02,Sprout,112118,Mirage,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
mynio,29 (16),6 (1),18,62.1%,11,113.2,1,1.57,Wisla Krakow,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
hades,22 (10),2 (0),16,69.0%,6,79.6,3,1.23,Wisla Krakow,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
ponczek,16 (4),4 (0),15,72.4%,1,59.4,-1,0.96,Wisla Krakow,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
jedqr,15 (11),6 (2),19,75.9%,-4,64.0,1,0.92,Wisla Krakow,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
SZPERO,14 (6),5 (2),19,65.5%,-5,44.1,-2,0.82,Wisla Krakow,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
snatchie,26 (9),2 (2),20,62.1%,6,75.6,2,1.2,Sprout,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
faveN,20 (7),6 (3),17,65.5%,3,71.6,1,1.15,Sprout,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
dycha,14 (8),7 (4),20,75.9%,-6,57.3,-2,0.86,Sprout,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
Spiidi,14 (7),5 (2),20,69.0%,-6,60.3,-1,0.82,Sprout,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
denis,12 (5),8 (3),20,55.2%,-8,60.8,-3,0.76,Sprout,112121,Dust2,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
mynio,17 (8),8 (0),22,65.4%,-5,87.9,-1,1.03,Wisla Krakow,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
jedqr,14 (6),3 (0),19,65.4%,-5,62.5,-1,0.77,Wisla Krakow,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
SZPERO,14 (4),3 (1),17,50.0%,-3,47.8,-2,0.76,Wisla Krakow,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
ponczek,13 (4),2 (0),20,46.2%,-7,57.7,2,0.75,Wisla Krakow,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
hades,11 (1),5 (3),20,42.3%,-9,50.4,0,0.54,Wisla Krakow,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
Spiidi,24 (14),5 (0),11,84.6%,13,96.9,3,1.62,Sprout,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
faveN,25 (9),5 (1),14,80.8%,11,98.2,2,1.56,Sprout,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
snatchie,16 (7),5 (1),12,76.9%,4,77.5,2,1.27,Sprout,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
dycha,17 (11),3 (1),16,80.8%,1,71.3,-2,1.05,Sprout,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
denis,16 (6),4 (0),16,65.4%,0,61.2,-3,0.9,Sprout,112129,Nuke,ESEA MDL Season 35 Europe,21st of November 2020,Wisla Krakow,Sprout,1,2,2345372
XANTARES,25 (11),2 (0),19,75.9%,6,83.9,2,1.27,BIG,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
tiziaN,20 (13),6 (0),19,75.9%,1,86.1,2,1.18,BIG,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
syrsoN,24 (5),3 (2),17,65.5%,7,73.0,1,1.18,BIG,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
tabseN,21 (7),5 (1),18,62.1%,3,83.2,0,1.16,BIG,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
k1to,14 (7),4 (3),20,69.0%,-6,58.5,-2,0.8,BIG,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
vsm,25 (12),4 (0),20,79.3%,5,95.4,3,1.39,MIBR,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
leo_drk,25 (11),2 (0),21,65.5%,4,82.7,-1,1.12,MIBR,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
kNgV-,20 (6),0 (0),22,62.1%,-2,62.8,3,0.94,MIBR,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
trk,11 (4),2 (0),18,72.4%,-7,52.3,-1,0.77,MIBR,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
LUCAS1,12 (5),8 (0),23,62.1%,-11,59.9,-7,0.65,MIBR,112117,Nuke,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
tabseN,16 (12),6 (1),18,57.7%,-2,87.4,1,1.02,BIG,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
tiziaN,17 (12),5 (3),19,65.4%,-2,85.5,-1,0.98,BIG,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
XANTARES,17 (7),2 (0),19,61.5%,-2,69.2,2,0.98,BIG,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
syrsoN,14 (3),1 (0),18,61.5%,-4,56.8,-3,0.78,BIG,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
k1to,9 (6),5 (3),20,61.5%,-11,38.3,-1,0.66,BIG,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
kNgV-,21 (8),2 (1),13,80.8%,8,70.5,1,1.35,MIBR,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
vsm,22 (8),5 (3),17,76.9%,5,84.2,2,1.31,MIBR,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
trk,15 (9),5 (2),14,73.1%,1,68.0,0,1.18,MIBR,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
LUCAS1,16 (9),10 (6),12,65.4%,4,73.3,2,1.17,MIBR,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
leo_drk,20 (15),6 (4),17,65.4%,3,85.8,-3,1.16,MIBR,112120,Dust2,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
XANTARES,31 (13),8 (2),17,70.0%,14,105.7,1,1.6,BIG,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
tabseN,27 (12),18 (6),18,76.7%,9,121.0,3,1.57,BIG,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
tiziaN,20 (11),7 (3),19,83.3%,1,71.0,0,1.13,BIG,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
syrsoN,18 (5),4 (4),20,60.0%,-2,50.5,-2,0.81,BIG,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
k1to,18 (11),2 (0),25,63.3%,-7,63.1,-4,0.73,BIG,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
vsm,27 (8),7 (1),20,80.0%,7,79.1,0,1.28,MIBR,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
trk,23 (8),9 (2),21,80.0%,2,79.5,1,1.15,MIBR,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
kNgV-,20 (5),4 (1),23,53.3%,-3,70.7,6,0.97,MIBR,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
leo_drk,17 (8),5 (0),26,66.7%,-9,63.8,-5,0.78,MIBR,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
LUCAS1,12 (7),7 (0),24,63.3%,-12,72.2,0,0.78,MIBR,112127,Vertigo,Flashpoint 2,21st of November 2020,BIG,MIBR,2,1,2345307
Stewie2K,27 (14),7 (0),18,85.7%,9,108.2,-1,1.58,Liquid,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
NAF,20 (5),2 (1),19,64.3%,1,58.5,-4,0.89,Liquid,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Grim,16 (8),5 (1),22,67.9%,-6,69.3,-2,0.86,Liquid,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
EliGE,12 (7),6 (2),19,75.0%,-7,50.5,-1,0.78,Liquid,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Twistzz,10 (8),4 (1),16,67.9%,-6,35.8,0,0.75,Liquid,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
junior,26 (6),7 (5),14,75.0%,12,96.4,6,1.61,Triumph,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
moose,19 (10),2 (0),15,75.0%,4,62.5,0,1.05,Triumph,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Shakezullah,18 (7),4 (1),21,67.9%,-3,73.4,1,1.02,Triumph,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
penny,17 (9),5 (2),17,67.9%,0,74.7,-1,0.95,Triumph,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
ryann,14 (10),3 (1),18,67.9%,-4,55.4,2,0.92,Triumph,112091,Inferno,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
EliGE,26 (14),4 (1),16,70.8%,10,102.0,2,1.59,Liquid,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Grim,20 (12),6 (2),12,91.7%,8,92.4,0,1.55,Liquid,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
NAF,21 (14),5 (3),11,79.2%,10,87.1,1,1.4,Liquid,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Stewie2K,17 (6),7 (1),15,62.5%,2,81.6,-3,1.16,Liquid,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Twistzz,10 (7),4 (2),10,83.3%,0,52.2,0,1.07,Liquid,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
junior,15 (5),4 (1),19,62.5%,-4,84.7,-1,0.99,Triumph,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
moose,15 (8),3 (1),16,62.5%,-1,70.5,2,0.97,Triumph,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
penny,14 (10),2 (1),20,66.7%,-6,65.8,2,0.8,Triumph,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
ryann,15 (10),5 (2),20,58.3%,-5,51.0,-4,0.64,Triumph,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Shakezullah,5 (3),3 (1),19,41.7%,-14,42.8,1,0.52,Triumph,112098,Dust2,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
NAF,24 (8),6 (0),20,96.7%,4,94.1,1,1.4,Liquid,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Grim,25 (8),4 (2),14,76.7%,11,78.4,1,1.39,Liquid,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
EliGE,21 (13),3 (0),20,63.3%,1,79.1,3,1.15,Liquid,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Twistzz,16 (10),9 (1),20,90.0%,-4,69.9,-1,1.03,Liquid,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Stewie2K,13 (6),3 (1),22,76.7%,-9,39.7,0,0.75,Liquid,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
junior,29 (8),3 (1),15,80.0%,14,94.4,-1,1.44,Triumph,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
Shakezullah,15 (4),5 (1),20,76.7%,-5,64.3,2,0.94,Triumph,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
moose,17 (7),4 (0),21,56.7%,-4,69.1,-2,0.87,Triumph,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
penny,14 (8),5 (1),19,70.0%,-5,60.5,-1,0.85,Triumph,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
ryann,20 (9),2 (1),25,63.3%,-5,64.3,-2,0.79,Triumph,112103,Nuke,IEM Beijing-Haidian 2020 North America,20th of November 2020,Liquid,Triumph,1,2,2345228
cadiaN,12 (4),3 (2),17,52.2%,-5,62.4,-1,0.7,Heroic,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
stavn,13 (5),3 (1),17,65.2%,-4,54.1,-2,0.69,Heroic,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
b0RUP,12 (6),4 (0),21,65.2%,-9,72.0,-5,0.67,Heroic,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
niko,12 (7),4 (1),20,69.6%,-8,57.6,-6,0.67,Heroic,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
TeSeS,6 (3),6 (2),21,52.2%,-15,47.4,-3,0.38,Heroic,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
RpK,28 (12),6 (1),13,91.3%,15,124.9,2,1.87,Vitality,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
ZywOo,22 (10),5 (1),9,78.3%,13,91.4,6,1.7,Vitality,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
shox,20 (11),1 (0),10,78.3%,10,90.4,5,1.56,Vitality,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
apEX,15 (7),8 (5),13,78.3%,2,75.4,3,1.25,Vitality,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
misutaaa,11 (7),4 (1),10,87.0%,1,56.0,1,1.15,Vitality,112087,Overpass,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
cadiaN,22 (9),10 (3),19,79.4%,3,74.0,2,1.21,Heroic,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
niko,26 (14),7 (3),28,67.6%,-2,82.9,4,1.08,Heroic,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
TeSeS,21 (14),6 (1),21,79.4%,0,65.4,1,1.06,Heroic,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
b0RUP,21 (11),4 (0),23,67.6%,-2,62.0,3,0.97,Heroic,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
stavn,19 (6),7 (0),25,70.6%,-6,66.5,-2,0.92,Heroic,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
RpK,30 (17),6 (2),24,70.6%,6,92.8,-1,1.24,Vitality,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
ZywOo,26 (12),5 (3),19,85.3%,7,68.0,3,1.21,Vitality,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
apEX,23 (10),3 (1),19,76.5%,4,73.9,-3,1.12,Vitality,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
misutaaa,17 (10),7 (2),24,76.5%,-7,56.9,-2,0.86,Vitality,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
shox,17 (11),8 (0),23,73.5%,-6,65.4,-5,0.84,Vitality,112088,Nuke,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
stavn,25 (13),9 (1),22,60.7%,3,112.8,-2,1.44,Heroic,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
cadiaN,20 (8),5 (2),17,67.9%,3,69.0,2,1.13,Heroic,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
b0RUP,19 (9),7 (5),21,60.7%,-2,57.0,0,0.89,Heroic,112090,Inferno,IEM Beijing-Haidian 2020 Europe,20th of November 2020,Heroic,Vitality,1,2,2345218
